qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
3134,how many low income families in america,=,47500000.0,,income family,"('america',)",,"('low',)"
1290,how many ecg electrodes,=,10.0,,electrode,"('ecg',)",,()
2838,how many kids does shaq have,=,5.0,,kid,(),shaq,()
6061,how many goo jit zu are there,=,13.0,,goo jit zu,(),,"('there',)"
1989,how many hoarders are there in the united states,=,6000000.0,,hoarder,"('united', 'the united states')",,"('there',)"
3486,how many muji stores are there in the united states,=,19.0,,muji store,"('the united states', 'united')",,"('there',)"
461,how many beds does mgh have,=,999.0,,bed,(),,"('mgh',)"
1476,how many farmers in the us,=,2000000.0,,farmer,"('us',)",,()
5240,how many uhnwi in canada,=,10395.0,,uhnwi,"('canada',)",,()
2301,how many instagram accounts can i have,=,5.0,,instagram account,(),can,()
2431,how many jack ryan movies are there,=,5.0,,movie,"('jack ryan',)",,"('there',)"
5714,how many xaverian schools are there,=,13.0,,xaverian school,(),,"('there',)"
5476,vmb3000 how many cameras,=,5.0,,camera,"('vmb3000',)",vmb3000,()
3634,how many nfl players are there,=,1696.0,,nfl player,(),,"('there',)"
4974,how many taxpayers in the united states,=,143300000.0,,taxpayer,"('united', 'the united states')",,()
3433,how many msme in india,=,63050000.0,,msme,"('india',)",,()
3954,how many phds in the us,=,4500000.0,,phd,"('us',)",,()
5479,how many vms can i vmotion at once,=,8.0,,vmotion,"('vms',)",can,"('once',)"
805,how many views does cnbc get,=,5700000.0,,view,"('cnbc',)",,()
1471,how many rakat fajr prayer,=,2.0,,rakat fajr prayer,(),,()
1892,how many hebrews left egypt,=,603550.0,,hebrew,"('egypt',)",left,()
4848,how many software engineers does amazon have,=,9000.0,,software engineer,"('amazon',)",,()
4402,how many qatar planes have qsuites,=,4.0,,qatar plane,(),,"('qsuites',)"
4399,how many states have qris,=,49.0,,state,"('qris',)",,()
3257,how many mlb teams are in california,=,5.0,,mlb team,"('california',)",,()
5945,how many zagor comics are there,=,120.0,,zagor comic,(),,"('there',)"
4251,how many pakistani in usa,=,508116.0,,pakistani,"('usa',)",,()
3702,how many seats in nlu,=,2175.0,,seat,"('nlu',)",,()
4808,how many small businesses in pa,=,1000000.0,,small business,"('pa',)",,()
4478,how many rejections harry potter,=,12.0,,rejection,"('harry potter', 'harry')",,()
344,how many aus is mars from the sun,=,1.5,,au,"('mars',)",,"('sun',)"
3045,how many laundromats in the us,=,29500.0,,laundromat,"('us',)",,()
2568,how many jipmer medical colleges in india,=,2.0,,jipmer medical college,"('india',)",,()
2917,how many kotr to kill ruby,=,10.0,,kotr,"('ruby',)",kill,"('to',)"
5213,how many udfa can a team sign,=,15.0,,udfa,(),sign,"('team',)"
2618,how many joaquin's are in the world,=,21925.0,,world,"('joaquin',)",,"(""'s"",)"
3032,how many lakes are in michigan,=,11000.0,,lake,"('michigan',)",,()
2715,how many kangaroos are in australia,=,44000000.0,,kangaroo,"('australia',)",,()
4742,how many shg group in odisha,=,600000.0,,group,"('odisha',)",shg,()
3970,how many pirates of the caribbean movies are there,=,5.0,,pirate,"('caribbean',)",,"('movies', 'there')"
786,how many cms are there,=,3.0,,cm,(),,"('there',)"
1584,how many fma volumes are there,=,27.0,,fma volume,(),,"('there',)"
2973,how many kumquats in a serving,=,5.0,,kumquat,(),,"('serving',)"
5183,how many branches of ubl bank in pakistan,=,1390.0,,branch,"('ubl bank', 'pakistan')",,()
3914,how many oceans are there on the earth,=,1.0,,ocean,"('earth',)",,"('there',)"
849,how many cpdus do i need in illinois,=,12.0,,cpdu,"('illinois',)",need,()
399,how many battleships does britain have,=,89.0,,battleship,"('britain',)",,()
705,how many minutes does a cdr hold,=,74.0,,minute,(),hold,"('cdr',)"
2930,how many planes does kenya own,=,40.0,,plane,"('kenya',)",kenya,"('own',)"
5128,how many dams does tva operate,=,49.0,,dam,"('tva',)",operate,()
3867,how many nyu schools are there,=,11.0,,nyu school,(),,"('there',)"
3838,how many nva died at khe sanh,=,1602.0,,,"('khe', 'nva', 'khe sanh')",died,()
796,how many cms regional offices are there,=,10.0,,cm,(),,"('regional', 'there', 'offices')"
81,how many africans died in the middle passage,=,2000000.0,,african,(),died,"('middle', 'passage')"
3991,how many airports in olbia,=,3.0,,airport,"('olbia',)",,()
1732,how many giovanni's pizza are there in the world,=,1000.0,,pizza,"('giovanni',)",,"(""'s"", 'there', 'world')"
539,how many bolts in the boston garden floor,=,988.0,,bolt,"('boston', 'boston garden')",,"('floor',)"
3627,how many nelson's columns are there,=,10.0,,nelson,(),,"(""'s"", 'there', 'columns')"
5197,how many uchi villagers are there in new horizons,=,21.0,,villager,"('uchi',)",,"('horizons', 'there', 'new')"
5105,how many tsunamis hit japan,=,130974.0,,tsunami,"('japan',)",hit,()
5688,how many wto members are there,=,164.0,,wto member,(),,"('there',)"
2971,how many kulaks were sent to gulags,=,1803392.0,,kulak,(),sent,"('gulags',)"
1972,how many hmong are in the us,=,260073.0,,hmong,"('us',)",,()
5169,how many wards in uasin gishu county,=,6.0,,ward,"('uasin',)",,"('gishu', 'county')"
2429,how many jats in india,=,82500000.0,,jat,"('india',)",,()
4250,how many mqm per dollar,=,1.0,,mqm,(),,"('dollar',)"
877,how many crt stores in australia,=,300.0,,store,"('australia', 'crt')",,()
3237,how many majors does ucsd offer,=,3.0,,major,(),offer,"('ucsd',)"
4587,how many rovers landed on mars,=,4.0,,rover,"('mars',)",landed,()
1081,how many dnr officers in illinois,=,101.0,,dnr officer,"('illinois',)",,()
115,how many ago was prophet muhammad alive,=,632.0,,prophet,"('muhammad',)",,"('alive', 'ago')"
5505,how many vs stores in the us,=,1053.0,,store,"('us',)",,()
4975,how many taxpayers in the us,=,143300000.0,,taxpayer,"('us',)",,()
3540,how many naga sadhus in india,=,5000000.0,,naga,"('naga sadhus', 'sadhus', 'india')",,()
2046,how many huracans were made,=,14000.0,,,"('huracans',)",made,()
899,how many ctc stores in canada,=,503.0,,ctc store,"('canada',)",,()
2860,how many times kkr qualified for playoffs,=,2.0,,time,"('kkr',)",qualified,"('playoffs',)"
1085,how many dobre brothers are there,=,4.0,,dobre brother,(),,"('there',)"
4058,how many psalms did solomon write,=,18.0,,psalm,"('solomon', 'solomon write')",write,()
3019,how many layers are in the earth,=,4.0,,layer,"('earth',)",,()
4561,how many rns in california,=,300000.0,,,"('rns', 'california')",,()
151,how many all stars in nba,=,24.0,,star,"('nba',)",,()
1607,how many fqhcs are there in the united states,=,1368.0,,fqhc,"('united', 'the united states')",,"('there',)"
2363,how many islands in indonesia,=,17508.0,,island,"('indonesia',)",,()
543,how many bop facilities are there,=,122.0,,facility,"('bop',)",,"('there',)"
1849,how many hbcu in the us,=,107.0,,hbcu,"('us',)",,()
2666,how many judges are on the missouri supreme court,=,3.0,,judge,"('the missouri supreme court', 'missouri')",,()
4326,how many private schools in hawaii,=,144.0,,private school,"('hawaii',)",,()
5110,how many tui stores in england,=,650.0,,store,"('tui', 'england')",,()
207,how many anbaugebiete in germany,=,13.0,,anbaugebiete,"('germany',)",,()
817,how many cng stations are in california,=,108.0,,cng station,"('california',)",,()
5770,how many zip codes are in the united states,=,42000.0,,zip code,"('united', 'the united states')",,()
3869,how many floats does nyx have,=,44.0,,float,"('nyx',)",,()
1578,how many members did the flq have,=,23.0,,member,"('flq',)",,()
5660,how many wpn stores are there,=,6000.0,,store,"('wpn',)",,"('there',)"
3427,how many watts is alpine mrp-t220,=,50.0,,watt,"('alpine mrp-t220',)",,()
3963,how many oregonians are on ohp,=,3700000.0,,oregonian,"('ohp',)",,()
2673,how many jubilees has israel had,=,17.0,,jubilee,"('israel',)",,()
4569,how many roku accounts can i have,=,6.0,,roku account,(),can,()
973,how many branches of dbbl in bd,=,181.0,,branch,"('dbbl', 'bd')",,()
5624,how many wisconsin state parks are there,=,66.0,,state park,"('wisconsin',)",,"('there',)"
5405,how many marks pass in vao exam,=,160.0,,mark,"('vao',)",pass,"('exam',)"
4759,how many siblings did michael jordan have,=,4.0,,sibling,"('michael jordan',)",,()
5886,how many yoda's are there,=,3.0,,yoda,(),,"(""'s"", 'there')"
2714,how many kale seeds per hole,=,2.0,,seed,"('kale',)",,"('hole',)"
3783,how many nsk in malaysia,=,13.0,,nsk,"('malaysia',)",,()
1143,how many dtc buses in delhi,=,2400.0,,dtc bus,"('delhi',)",,()
2813,how many khanates were there,=,4.0,,khanate,(),,"('there',)"
5609,how many whole foods in california,=,88.0,,whole food,"('california',)",,()
4694,how many branches of sbp in pakistan,=,16.0,,branch,"('sbp', 'pakistan')",,()
232,how many wine aoc in france,=,300.0,,wine,"('france', 'aoc')",,()
5007,how many tetris games are there,=,65.0,,tetris game,(),,"('there',)"
5982,how many videos does zexyzek have,=,100.0,,video,"('zexyzek',)",,()
5081,how many tpa are there in india,=,26.0,,tpa,"('india',)",,"('there',)"
1036,how many dioceses in the us,=,144.0,,diocese,"('us',)",,()
589,how many businesses in the us,=,5600000.0,,business,"('us',)",,()
362,how many axa finalists are there,=,52.0,,finalist,"('axa',)",,"('there',)"
5465,how many wards are in vihiga county,=,6.0,,ward,"('vihiga county', 'vihiga')",,()
3409,how many games in mpl app,=,6.0,,game,(),,"('app', 'mpl')"
2038,how many huayra bc were made,=,20.0,,huayra,"('bc',)",made,()
857,how many cpl holders in india,=,7000.0,,cpl holder,"('india',)",,()
2484,how many jci accredited hospitals in singapore,=,21.0,,jci,"('singapore',)",accredited,"('hospitals',)"
3887,how many packs of hair for knotless box braids,=,5.0,,pack,"('knotless box',)",,"('hair', 'braids')"
106,how many afv in indian army,=,27.0,,afv,"('army', 'indian')",,()
4677,how many saltine crackers in a sleeve,=,5.0,,saltine cracker,(),,"('sleeve',)"
360,how many away games in nba season,=,41.0,,game,"('nba',)",,"('season',)"
4582,how many rotc students at notre dame,=,338.0,,rotc student,"('notre dame', 'notre')",,()
64,how many aeolian islands are there,=,7.0,,aeolian island,(),,"('there',)"
2998,how many students get kvpy fellowship,=,1200.0,,student,"('kvpy',)",get,"('fellowship',)"
1068,how many dmus exist in florida,=,12.0,,,"('dmus', 'florida')",exist,()
1153,how many stars are on the american flag,=,13.0,,star,"('american',)",,"('flag',)"
5974,how many zeraora have been defeated counter,=,272335.0,,zeraora,(),defeated,"('counter',)"
2640,how many joe and the juice are there,=,300.0,,joe,(),,"('and', 'juice', 'there')"
1241,how many education service centers in texas,=,20.0,,education service center,"('texas',)",,()
902,how many ctm stores in south africa,=,80.0,,ctm store,"('south africa', 'south')",,()
4414,how many quantum states are there,=,4.0,,quantum state,(),,"('there',)"
3703,how many seats in nlu delhi,=,80.0,,seat,"('nlu',)",,"('delhi',)"
2842,how many kim in korea,=,10000000.0,,,"('korea', 'kim')",,()
4367,how many qdobas are in the us,=,736.0,,qdoba,"('us',)",,()
5472,how many vizslas in the uk,=,4520.0,,vizsla,"('uk',)",,()
1843,how many hasidic jews are there,=,130000.0,,,"('jews', 'hasidic jews')",,"('there',)"
882,how many honda crz were made,=,3349.0,,,"('honda crz', 'crz', 'honda')",made,()
5700,how many degrees does jmu offer,=,8.0,,degree,"('jmu',)",offer,()
5019,how many tigers are in the us,=,5000.0,,tiger,"('us',)",,()
5742,how many xfl players signed with nfl,=,4.0,,xfl player,"('nfl',)",signed,()
3800,how many nato nations,=,30.0,,nation,"('nato',)",,()
2899,how many koch brothers are left,=,4.0,,brother,"('koch',)",left,()
1850,how many hbcus are in texas,=,9.0,,hbcu,"('texas',)",,()
2532,how many kgf movie,=,2.0,,kgf movie,(),,()
2348,how many irelands fit in texas,=,70273.0,,,"('fit', 'texas')",irelands,()
858,how many cpl in michigan,=,993026.0,,cpl,"('michigan',)",,()
3757,how many credits is nqf level 4,=,120.0,,credit,(),,"('nqf', '4', 'level')"
1566,how many fjords in ireland,=,3.0,,fjord,"('ireland',)",,()
2681,how many juju hearts come in a package,=,40.0,,juju heart,(),come,"('package',)"
6027,how many zoos are in ohio,=,6.0,,zoo,"('ohio',)",,()
3313,how many mfi in india,=,223.0,,,"('mfi', 'india')",,()
5704,how many partners at oliver wyman,=,36.0,,partner,"('oliver wyman', 'oliver')",,()
4221,how many pnb branches in the philippines,=,713.0,,branch,"('philippines', 'pnb')",pnb,()
4749,how many shlokas are there in bhagwat geeta,=,700.0,,shloka,"('bhagwat',)",,"('there', 'geeta')"
2867,how many kleenex should the kimberly clark,=,60.0,,kleenex,"('kimberly',)",should,"('clark',)"
3930,how many employees does odfl have,=,21279.0,,employee,"('odfl',)",,()
5241,how many uhnwi in india,=,5986.0,,uhnwi,"('india',)",,()
4826,how many snes games were released in north america,=,721.0,,snes game,"('north america', 'north')",released,()
2029,how many hscp in scotland,=,31.0,,hscp,"('scotland',)",,()
5301,how many union of india,=,8.0,,union,"('india',)",,()
1298,how many elk are in the us,=,1000000.0,,elk,"('us',)",,()
2159,how many ifas in the uk,=,5678.0,,ifa,"('uk',)",,()
4934,how many pokemon in swsh,=,400.0,,pokemon,"('swsh',)",,()
5376,how many uk postcodes,=,1700000.0,,postcode,"('uk',)",,()
4167,how many ph in singapore,=,11.0,,,"('ph', 'singapore')",,()
3572,how many screens nbc sports gold,=,1.0,,screen,"('nbc',)",,"('gold', 'sports')"
2702,jwt how many claims,=,7.0,,claim,"('jwt',)",,()
812,how many watts is cnd led lamp,=,36.0,,watt,"('cnd',)",led,"('lamp',)"
3188,how many types of lscs are there,=,2.0,,type,(),,"('there', 'lscs')"
4822,how many smyths stores in ireland,=,110.0,,smyths store,"('ireland',)",,()
3195,how many ltachs in the us,=,420.0,,ltach,"('us',)",,()
5076,how many tornadoes in oklahoma,=,126.0,,tornado,"('oklahoma',)",,()
758,how many citizens in the us,=,331002651.0,,citizen,"('us',)",,()
6038,how many zoos are in new york,=,4.0,,zoo,"('new york', 'new')",,()
1626,how many ftas does canada have,=,14.0,,fta,"('canada',)",,()
1708,how many gf in ff8,=,6.0,,,"('ff8', 'gf')",,()
3339,how many mia in ww2,=,79000.0,,mium,"('ww2',)",,()
3829,how many nukes does north korea have,=,30.0,,nuke,"('north korea',)",,()
3085,how many lepers returned to thank jesus,=,1.0,,leper,"('thank',)",returned,"('jesus',)"
5085,how many tpc courses,=,32.0,,tpc course,(),,()
4481,how many renters in new york state,=,4.0,,renter,"('new york',)",,"('state',)"
5483,how many volcanoes are in hawaii,=,4.0,,volcano,"('hawaii',)",,()
1388,how many bishops are there in the catholic church,=,5600.0,,bishop,(),,"('there', 'church', 'catholic')"
4442,how many rbmk reactors are in the world,=,10.0,,rbmk reactor,(),,"('world',)"
2412,how many iwi in auckland,=,6.0,,iwi,"('auckland',)",,()
4044,how many provinces are in canada,=,10.0,,province,"('canada',)",,()
403,how many navy seal teams are there,=,8.0,,navy seal team,(),,"('there',)"
4422,how many rajdhani express in india,=,48.0,,rajdhani,"('india', 'rajdhani express')",express,()
982,how many dcp in odisha,=,6.0,,,"('dcp', 'odisha')",,()
5749,how many children does george floyd have,=,5.0,,child,"('george floyd',)",,()
1145,how many dth are in india,=,4.0,,dth,"('india',)",,()
330,how many aubrey's are in the world,=,8.0,,aubrey,(),,"(""'s"", 'world')"
5326,how many oncologists in the us,=,12423.0,,oncologist,"('us',)",,()
4495,how many rfas in california,=,35.0,,rfa,"('california',)",,()
2698,how many jw marriotts are there in the world,=,80.0,,marriott,"('jw',)",,"('there', 'world')"
2871,how many klingon speakers are there in the world,=,20.0,,klingon speaker,(),,"('there', 'world')"
3441,how many viewers watch msnbc,=,2800000.0,,viewer,"('msnbc',)",watch,()
575,how many bsc agriculture seats in karnataka,=,1125.0,,bsc agriculture seat,"('karnataka',)",,()
1855,how many hbcu are in the us,=,107.0,,hbcu,"('us',)",,()
5316,how many urologists in the us,=,12660.0,,urologist,"('us',)",,()
5941,how many zara stores,=,2250.0,,zara store,(),,()
5976,how many books in zechariah,=,12.0,,book,"('zechariah',)",,()
2570,how many jisu in quran,=,30.0,,jisu,"('quran',)",,()
387,how many babies do groundhogs have,=,10.0,,baby,(),,"('groundhogs',)"
5731,how many lone pairs in xef4,=,2.0,,lone pair,"('xef4',)",,()
4903,how many ssp seeds are there in growtopia,=,136.0,,ssp seed,"('growtopia',)",,"('there',)"
5598,how many wfg agents in canada,=,1500.0,,wfg agent,"('canada',)",,()
1352,how many epl teams in london,=,14.0,,epl team,"('london',)",,()
3071,how many ldcs are in africa,=,33.0,,ldc,"('africa',)",,()
5623,how many wisconsin state parks,=,66.0,,state park,"('wisconsin',)",,()
2031,how many nhs hospitals are there in the uk,=,1257.0,,nhs hospital,"('uk',)",,"('there',)"
4258,how many psalms did david write,=,73.0,,psalm,"('david', 'david write')",write,()
2336,how many iq did einstein have,=,160.0,,iq,"('einstein',)",,()
2091,how many igbo states are in nigeria,=,5.0,,igbo state,"('nigeria',)",,()
255,how many arab countries are there,=,22.0,,arab country,(),,"('there',)"
2384,how many ismailis in the world,=,15000000.0,,ismaili,(),,"('world',)"
954,how many dairy farms in the us,=,37468.0,,dairy farm,"('us',)",,()
